ResponseId,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q52,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,PROLIFIC_PID,num_valid_steps_left,num_valid_steps_right,max_steps_left,max_steps_right,CorrectLeftDataEntry,CorrectRightDataEntry,SoftFlag,Flagged,num_left_correct,num_right_correct
R_2pZ3k5IDmfaTbLp,5/11/25 3:25,5/11/25 3:44,IP Address,86.187.231.213,100,1116,TRUE,5/11/25 3:44,R_2pZ3k5IDmfaTbLp,,,,,52.6049,-1.1488,anonymous,EN,62d6d87d91cf24a3c1c0f10c,Find me the last available train from Cardiff Central to Barry Docks station today on trainline,Train1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_09_27_37_oRg,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_09_27_37_ppp,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,N/A,Left,62d6d87d91cf24a3c1c0f10c,8,14,8,14,TRUE,TRUE,FALSE,FALSE,1,0.571428571
R_1hShwFWxg2fxi2m,5/11/25 3:41,5/11/25 4:30,IP Address,92.113.15.160,100,2921,TRUE,5/11/25 4:30,R_1hShwFWxg2fxi2m,,,,,39.934,-74.891,anonymous,EN,67eb2bd6461dbf31558bcfe5,"Give me three names, prices, and one feature or material used in each of three Coffee tables from the IKEA website priced under $150.",IKEA coffee tables,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_09_47_02_VYi,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_09_47_02_HsO,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,67eb2bd6461dbf31558bcfe5,6,3,6,3,TRUE,TRUE,FALSE,FALSE,1,1
R_2Ph3pnHhmCcIF34,5/11/25 8:16,5/11/25 8:28,IP Address,5.69.194.14,100,698,TRUE,5/11/25 8:28,R_2Ph3pnHhmCcIF34,,,,,52.1073,-0.4649,anonymous,EN,5a94ee9bf6dfdd0001ea50f1,What is the best rated Samsung TV according to which?,Which-1?,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_14_19_12_TeJ,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_14_19_12_veF,incorrect,incorrect,CORRECT,CORRECT,CORRECT,CORRECT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RIGHT (B),5a94ee9bf6dfdd0001ea50f1,1,6,1,6,TRUE,TRUE,FALSE,FALSE,0,0.666666667
R_2RyekFYYDKT6sla,5/11/25 8:23,5/11/25 8:43,IP Address,92.40.142.161,100,1206,TRUE,5/11/25 8:43,R_2RyekFYYDKT6sla,,,,,51.4841,-0.3608,anonymous,EN,5c4d8d706b23ab0001a34af2,what are today's top 10 sports news headlines,Sports_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_14_25_19_YhJ,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_14_25_19_FIv,Correct,Correct,Correct,incorrect,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,5c4d8d706b23ab0001a34af2,1,5,1,5,TRUE,TRUE,FALSE,FALSE,0,0.8
R_3MYCEfXsDI1UZPb,5/11/25 8:16,5/11/25 8:45,IP Address,154.6.177.46,100,1737,TRUE,5/11/25 8:45,R_3MYCEfXsDI1UZPb,,,,,37.751,-97.822,anonymous,EN,673cf6d476dc4af064402a8c,give me the list of the last ten national teams to win the world cup,task1,Yes - text was produced showing the agent working through the task,very interesting,"Yes, I can identify the steps from the model's output",,11_05_2025_14_22_03_XJs,correct,correct,correct,correct,correct,correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_14_22_03_UuM,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,673cf6d476dc4af064402a8c,6,1,6,1,TRUE,TRUE,FALSE,FALSE,1,0
R_8YS92ZKgQ2WHrS9,5/11/25 8:41,5/11/25 8:55,IP Address,5.69.194.14,100,843,TRUE,5/11/25 8:55,R_8YS92ZKgQ2WHrS9,,,,,52.1073,-0.4649,anonymous,EN,5a94ee9bf6dfdd0001ea50f1,What are the 10 ways to save the planet while gardening according to rhs.org.uk?,RHS-planet1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_14_47_18_Era,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_14_47_18_ZxX,incorrect,CORRECT,CORRECT,incorrect,CORRECT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right (B),5a94ee9bf6dfdd0001ea50f1,1,5,1,5,TRUE,TRUE,FALSE,FALSE,0,0.6
R_1Vp4cRcvaxht3mF,5/11/25 8:28,5/11/25 9:02,IP Address,161.8.161.114,100,2012,TRUE,5/11/25 9:02,R_1Vp4cRcvaxht3mF,,,,,37.751,-97.822,anonymous,EN,67dd93a4fe9f3e8ed3ace123,"Go to Tripadvisor and find the top 3 rated hotels in Barcelona, Spain with free Wi-Fi and breakfast included. List their names, average user rating, and the starting price per night.",wikipedia_01,Yes - text was produced showing the agent working through the task,It was a nice study,"Yes, I can identify the steps from the model's output",,11_05_2025_14_34_53_PCs,Correct,Correct,Correct,incorrect,Correct,incorrect,correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_14_34_53_tdO,incorrect,incorrect,correct,incorrect,incorrect,incorrect,correct,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,Tie,67dd93a4fe9f3e8ed3ace123,8,15,8,15,TRUE,TRUE,FALSE,FALSE,0.625,0.2
R_7wT4TcWjBGOHz2l,5/11/25 8:16,5/11/25 9:02,IP Address,24.192.168.61,100,2784,TRUE,5/11/25 9:02,R_7wT4TcWjBGOHz2l,,,,,42.5538,-82.9185,anonymous,EN,62d43cee3d60ac98c1dcacc8,What are the top 20 rarest vintage bottle caps in the world?,rarestvintagebottlecaps,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_14_32_29_BvX,incorrect,Correct,Correct,Correct,Correct,Correct,Correct,incorrect,Correct,Correct,Correct,Correct,Correct,Correct,incorrect,"Yes, I can identify the steps from the model's output",,11_05_2025_14_32_29_iUd,incorrect,Correct,incorrect,Correct,Correct,incorrect,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,62d43cee3d60ac98c1dcacc8,15,8,15,8,TRUE,TRUE,FALSE,FALSE,0.8,0.5
R_8g5r59VanA7hz3N,5/11/25 9:21,5/11/25 9:28,IP Address,90.251.166.216,100,436,TRUE,5/11/25 9:28,R_8g5r59VanA7hz3N,,,,,57.4794,-4.2307,anonymous,EN,5c4f5967aac8be0001716a65,Find the current top 5 trending indie games on Steam's 'Popular Upcoming' list and summarize their genres and release dates.,IndieSteam,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_15_23_15_HWs,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_15_23_15_iFQ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,5c4f5967aac8be0001716a65,1,7,1,7,TRUE,TRUE,FALSE,FALSE,0,1
R_8oFoh3h4LclS5N7,5/11/25 10:34,5/11/25 10:46,IP Address,90.251.166.216,100,712,TRUE,5/11/25 10:46,R_8oFoh3h4LclS5N7,,,,,57.4794,-4.2307,anonymous,EN,5c4f5967aac8be0001716a65,"Go to Amazon.com, search for '4K TVs,' sort by 'Avg. Customer Reviews,' and list the top 5 models along with their star ratings and prices.",Amazon4K,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_16_37_10_TjY,Correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_16_37_10_Qis,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,5c4f5967aac8be0001716a65,13,1,13,1,TRUE,TRUE,FALSE,FALSE,0.538461538,0
R_2dSEMbPHcAjB04a,5/11/25 10:30,5/11/25 10:47,IP Address,86.16.151.214,100,1017,TRUE,5/11/25 10:47,R_2dSEMbPHcAjB04a,,,,,53.8129,-1.7908,anonymous,EN,6718b63a1e293387ef30d259,"Compare prices for different brands of laptops using sites like Amazon or Best Buy let you compare specs, reviews, and costs.",Laptops,Yes - text was produced showing the agent working through the task,I feel like there was a lot to read here and comprehend and it would be nice if instructions were made simpler and less threatening about rejecting everything. ,"Yes, I can identify the steps from the model's output",,11_05_2025_16_31_49_Ibq,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_16_31_49_uth,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left: Cause it actually produced a result and an output. The other one did not even get past step 1,6718b63a1e293387ef30d259,8,1,8,1,TRUE,TRUE,FALSE,FALSE,1,0
R_3P6rWZrIwB8cAet,5/11/25 10:27,5/11/25 10:55,IP Address,173.53.77.177,100,1715,TRUE,5/11/25 10:55,R_3P6rWZrIwB8cAet,,,,,37.528,-77.4374,anonymous,EN,5da689dc1ce19b0016500435,Make me a list of the top most played heroes in Overwatch 2,Overwatch_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_16_33_04_asV,Correct,Correct,incorrect,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_16_33_04_ERr,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,5da689dc1ce19b0016500435,4,5,4,5,TRUE,TRUE,FALSE,FALSE,0.5,1
R_8qEXxFEPnt7uWFJ,5/11/25 11:04,5/11/25 11:26,IP Address,87.114.73.241,100,1346,TRUE,5/11/25 11:26,R_8qEXxFEPnt7uWFJ,,,,,53.6503,-3.0108,anonymous,EN,63af557b3d4f219c3226b7d6,Please return the total number of competitive goals Henrik Larsson scored for Glasgow Celtic football club giving subtotals by the teams he scored against.,HenrikLarsson_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_17_06_51_Omm,Correct,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_17_06_51_uKJ,Correct,Correct,Correct,Correct,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,63af557b3d4f219c3226b7d6,4,7,4,7,TRUE,TRUE,FALSE,FALSE,0.75,0.857142857
R_63y1jFz2LxF8SEp,5/11/25 11:26,5/11/25 12:03,IP Address,172.58.135.182,100,2234,TRUE,5/11/25 12:03,R_63y1jFz2LxF8SEp,,,,,25.9562,-80.1828,anonymous,EN,668e88ea6a476e76e0c1993b,provide me 4 list of journal on wood treatment ,generate1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_17_35_23_AUA,incorrect,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_17_35_23_ErL,correct,correct,correct,correct,correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,668e88ea6a476e76e0c1993b,3,5,3,5,TRUE,TRUE,FALSE,FALSE,0.333333333,1
R_2L8g0f26qkfqMI9,5/11/25 11:44,5/11/25 12:03,IP Address,90.200.228.28,100,1133,TRUE,5/11/25 12:03,R_2L8g0f26qkfqMI9,,,,,52.5833,-1.0833,anonymous,EN,6156fef09d1ab07148870099,List all the UK airports fly that internationally,airportt_list,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_17_51_33_HXH,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_17_51_33_qse,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,6156fef09d1ab07148870099,1,4,1,4,TRUE,TRUE,FALSE,FALSE,0,1
R_8PndC7ldN3OSzL2,5/11/25 12:02,5/11/25 12:33,IP Address,81.132.63.194,100,1838,TRUE,5/11/25 12:33,R_8PndC7ldN3OSzL2,,,,,55.8995,-3.5237,anonymous,EN,5ea1d789f5c6d70c14fbe739,What are the top 10 Rides at alton towers for families ranging from ages 2 to adults?,TowersRidesFamily1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,11_05_2025_18_05_49_bNN,Correct,Correct,Correct,incorrect,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,11_05_2025_18_05_49_qWj,Correct,Correct,Correct,Correct,incorrect,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,5ea1d789f5c6d70c14fbe739,5,6,5,6,TRUE,TRUE,FALSE,FALSE,0.8,0.666666667
R_1wR0r3h1yaNxAtP,5/11/25 21:50,5/11/25 22:05,IP Address,76.138.229.205,100,852,TRUE,5/11/25 22:05,R_1wR0r3h1yaNxAtP,,,,,45.5221,-122.8585,anonymous,EN,653703627539f3a8b2ed4af3,"How many nonstop flights to Las Vegas depart from Portland, Oregon every day and what airlines operate them?",flights_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,12_05_2025_03_54_21_KhV,Correct,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,12_05_2025_03_54_21_dPl,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,653703627539f3a8b2ed4af3,4,1,4,1,TRUE,TRUE,FALSE,FALSE,0.75,0
R_7G81SMQWK8DnwzP,5/11/25 21:40,5/11/25 22:07,IP Address,73.152.181.143,100,1597,TRUE,5/11/25 22:07,R_7G81SMQWK8DnwzP,,,,,39.018,-77.539,anonymous,EN,60fd6618f9a377f54dcdf318,"Compare flight prices from Washington DC to Paris, France vs Washington DC to Kyoto Japan in 2025",Compare flights-1,Yes - text was produced showing the agent working through the task,directions are very confusing,"Yes, I can identify the steps from the model's output",,12_05_2025_03_47_09_Uhi,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,12_05_2025_03_47_09_SDo,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right is better,60fd6618f9a377f54dcdf318,3,6,3,6,TRUE,TRUE,FALSE,FALSE,1,1
R_2L08NUT9qXaHRUF,5/11/25 21:40,5/11/25 22:11,IP Address,88.97.162.131,100,1867,TRUE,5/11/25 22:11,R_2L08NUT9qXaHRUF,,,,,53.4146,-2.2274,anonymous,EN,5c7ea15cb215c6000122b48d,Create a summary for the wikipedia article about Manchester Metrolink,wikipedia_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,12_05_2025_04_05_21_mCX,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, I cannot identify any steps clearly from the model's output","📍 Step 1
Failed to parse model output: with Expecting value: line 1 column 1 (char 0), could not extract JSON.
Failed to parse model output: content='' additional_kwargs={'refusal': None} response_metadata={'token_usage': {'completion_tokens': 0, 'prompt_tokens': 3099, 'total_tokens': 3099, 'completion_tokens_details': None, 'prompt_tokens_details': None}, 'model_name': 'anonymous LLM company/anonymous LLM company-2.5-pro-preview', 'system_fingerprint': None, 'id': 'gen-1747022860-ilEhJZRNPdPGEGg9EeYB', 'finish_reason': 'stop', 'logprobs': None} id='run-e51bbdf3-3bad-46e6-a8fe-c43619bd782d-0' usage_metadata={'input_tokens': 3099, 'output_tokens': 0, 'total_tokens': 3099, 'input_token_details': {}, 'output_token_details': {}} with error Could not parse response., try again.
❌ Result failed 1/3 times:
Could not parse response.",12_05_2025_04_05_21_eYC,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,5c7ea15cb215c6000122b48d,4,1,4,1,TRUE,TRUE,FALSE,FALSE,1,0
R_6qqxafCTL8kGuZz,5/11/25 22:03,5/11/25 22:23,IP Address,71.57.53.83,100,1179,TRUE,5/11/25 22:23,R_6qqxafCTL8kGuZz,,,,,41.4934,-87.3548,anonymous,EN,6643be675817fd2a43298a04,top 5 wildlife rescue,wildlife1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,12_05_2025_04_04_11_JDJ,Correct,Correct,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,12_05_2025_04_04_11_fyc,Correct,Correct,Correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,N/A,N/A,N/A,N/A,right,6643be675817fd2a43298a04,5,11,5,11,TRUE,TRUE,FALSE,FALSE,0.8,0.272727273
R_1At0oj41Bb2OUw1,5/11/25 21:52,5/11/25 22:23,IP Address,76.105.168.78,100,1824,TRUE,5/11/25 22:23,R_1At0oj41Bb2OUw1,,,,,45.4817,-122.4156,anonymous,EN,6628078ec9f3353ac0da6f0b,"Go to Etsy.com, browse the trending home décor category, and list the top 5 most popular items including their titles and prices.",etsy_trending_1,Yes - text was produced showing the agent working through the task,"The interface was smooth and easy to follow. I appreciated the step-by-step evaluations. However, it seems like some websites (like Etsy) aggressively block bots with CAPTCHAs, which caused both agents to fail. It might be helpful to exclude or flag those domains to improve task completion rates. Overall, a great experience. thank you!","Yes, I can identify the steps from the model's output",,12_05_2025_03_56_29_aty,Correct,Correct ,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,12_05_2025_03_56_29_nGd,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,Left,6628078ec9f3353ac0da6f0b,8,9,8,9,TRUE,TRUE,FALSE,FALSE,0.125,0
R_5dzatrzwdT0pK13,5/11/25 22:48,5/11/25 23:34,IP Address,71.190.128.103,100,2760,TRUE,5/11/25 23:34,R_5dzatrzwdT0pK13,,,,,40.8881,-73.8414,anonymous,EN,664c4e829445321c23a8de52,find me any recipe on food.com ,food.com,Yes - text was produced showing the agent working through the task,"I spent a lot of time on this task. Your first instruction page does not explain that it is okay if the AI is not able to finish the task for a valid prompt. I went through 6 prompts before i found one that the ai was able to complete, and only then did I move on to the next page of your survey, where I found out that it was okay if the AI was not able to complete the task. You should tell us that on page 1. ","Yes, I can identify the steps from the model's output",,12_05_2025_05_13_04_KAL,incorrect,correct,correct,correct,incorrect,correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,12_05_2025_05_13_04_yaD,incorrect,incorrect,incorrect,correct,correct,incorrect,correct,correct,correct,incorrect,incorrect,incorrect,N/A,N/A,N/A,left,664c4e829445321c23a8de52,6,12,6,12,TRUE,TRUE,FALSE,FALSE,0.666666667,0.416666667
R_3TzzEr0UXdTIDdV,5/12/25 0:21,5/12/25 0:32,IP Address,168.235.146.177,100,694,TRUE,5/12/25 0:32,R_3TzzEr0UXdTIDdV,,,,,33.9558,-118.3893,anonymous,EN,67e468215085eee5f9feb224,"Go to the New York Times website, navigate to the 'World' section, and tell me the headline of the top story.
",Newyork times1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,12_05_2025_06_15_45_jad,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,12_05_2025_06_15_45_pDI,Correct,Correct,Correct,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,67e468215085eee5f9feb224,3,6,3,6,TRUE,TRUE,FALSE,FALSE,1,1
R_699Ry5EM2jidygJ,5/11/25 22:32,5/12/25 10:23,IP Address,98.219.244.227,100,42628,TRUE,5/12/25 10:23,R_699Ry5EM2jidygJ,,,,,41.4276,-79.7026,anonymous,EN,5f0d2ad60ad0d6730c380b05,Find me the cheapest per count neutral white A19 LED light bulbs on Amazon.com,Amazon A19,Yes - text was produced showing the agent working through the task,"I liked the idea of testing these things with a real world scenario I need to do myself, but It was really hard and time-consuming both to analyze what each model did and to know how to respond in here about each step.  Also it was hard to decide which to vote for when neither got the correct answer.  One got through more steps and got to a final (but wrong) answer, but it is not clear to us that this was because the other one actually did anything wrong in its execution of the task. Every time either failed to complete a step, it seemed like it was some kind of error with the software running. The only one I could confirm made errors was the one that got further along, since it came up with the wrong answer. Maybe I should have chosen a tie since neither succeeded or maybe I should have even chose the one that only got through a few steps since at least it was correct as far as it got...","Yes, I can identify the steps from the model's output",,12_05_2025_05_10_20_GJx,Correct,Correct,Correct,Correct,incorrect,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,12_05_2025_05_10_20_VeZ,Correct,Correct,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,5f0d2ad60ad0d6730c380b05,6,5,6,5,TRUE,TRUE,FALSE,FALSE,0.833333333,0.8
R_2q4ALLuFQtgNQ4A,5/14/25 1:34,5/14/25 1:51,IP Address,151.230.45.58,100,968,TRUE,5/14/25 1:51,R_2q4ALLuFQtgNQ4A,,,,,51.5338,-0.4542,anonymous,EN,675ab3f6c12c9e3fd27046b3,please search for the names of all presidents from Wikipedia ,wikipedia-1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,14_05_2025_07_38_08_bTo,correct,correct,incorrect,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,14_05_2025_07_38_08_vYz,Correct,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,675ab3f6c12c9e3fd27046b3,4,4,4,4,TRUE,TRUE,FALSE,FALSE,0.5,0.75
R_2DjLaBInEh8hOa5,5/14/25 3:50,5/14/25 4:10,IP Address,90.196.43.183,100,1202,TRUE,5/14/25 4:10,R_2DjLaBInEh8hOa5,,,,,52.0675,-0.7569,anonymous,EN,67dbe2c38614c922a6a8dbe5,Go to the BBC News website and list the top five headlines currently featured on the homepage,BBC_1,Yes - text was produced showing the agent working through the task,very interesting I enjoyed it thanks,"Yes, I can identify the steps from the model's output",,14_05_2025_09_52_42_Acd,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,14_05_2025_09_52_42_Xhc,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Right,67dbe2c38614c922a6a8dbe5,3,3,3,3,TRUE,TRUE,FALSE,FALSE,0.666666667,1
R_6aVUSHPETeKbJGF,5/14/25 10:49,5/14/25 11:01,IP Address,70.31.44.249,100,714,TRUE,5/14/25 11:01,R_6aVUSHPETeKbJGF,,,,,43.866,-79.266,anonymous,EN,67acbb030811018b016dcaf7,what are the top 5 headlines today on CP24?,cp24_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,14_05_2025_16_51_15_cDL,incorrect,Correct,Correct,Correct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,14_05_2025_16_51_15_rqG,Correct,Correct,Correct,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Left,67acbb030811018b016dcaf7,4,4,4,4,TRUE,TRUE,FALSE,FALSE,0.75,0.75
R_3qam7YuFMP3s59D,5/14/25 11:09,5/14/25 11:23,IP Address,70.31.44.249,100,789,TRUE,5/14/25 11:23,R_3qam7YuFMP3s59D,,,,,43.866,-79.266,anonymous,EN,67acbb030811018b016dcaf7,Compare flight prices to a one way trip to Montreal next Friday on different booking websites to find the cheapest flight,flight_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,14_05_2025_17_11_59_jbE,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,14_05_2025_17_11_59_xtG,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,incorrect,Right,67acbb030811018b016dcaf7,1,15,1,15,TRUE,TRUE,FALSE,FALSE,0,0.933333333
R_2YYGiL2bHLYala1,5/14/25 11:57,5/14/25 12:22,IP Address,90.196.43.183,100,1472,TRUE,5/14/25 12:22,R_2YYGiL2bHLYala1,,,,,52.0675,-0.7569,anonymous,EN,67dbe2c38614c922a6a8dbe5,"Go to the New York Times website and find the main feature article on the homepage. Click on the article, read it, and summarize the main points in 3-5 bullet points.",NYT_1,Yes - text was produced showing the agent working through the task,,"Yes, I can identify the steps from the model's output",,14_05_2025_17_59_52_cUE,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I can identify the steps from the model's output",,14_05_2025_17_59_52_QEL,Correct,Correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RIght is better,67dbe2c38614c922a6a8dbe5,1,8,1,8,TRUE,TRUE,FALSE,FALSE,0,0.25
